post_id,text,date,source
998,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-03-08,X
999,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-03-22,Facebook
1000,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-06-07,X
1001,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-01-07,Instagram
1002,BNI mengapa sih atm senantiasa menunggu panjang?,2024-05-28,Facebook
1003,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-24,Facebook
1004,"Aplikasi BNI Mobile kesalahan lagi, tolong perbaiki dong!",2024-03-19,Facebook
1005,BNI Terbaik Employee Award 2024 diumumkan today ini.,2024-07-29,X
1006,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-06-03,Facebook
1007,"BNI TapCash promo NCT 127 hebat banget, hemat 50% pada merchant!",2024-02-23,Instagram
1008,"BNI luncurkan QRIS wondr, adakah siapa sudah coba?",2024-03-29,Instagram
1009,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-03-27,Facebook
1010,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-04-10,Facebook
1011,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-06-12,X
1012,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-03-29,Instagram
1013,"HUT BNI ke-78, ada diskon apa tahun ini?",2024-07-14,Instagram
1014,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-04-04,X
1015,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-07-31,X
1016,"HUT BNI ke-78, ada promosi apa year ini?",2024-06-16,Facebook
1017,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-06-15,Instagram
1018,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-03-16,Facebook
1019,"Ulang Tahun BNI ke-78, adakah promo apa year ini?",2024-01-24,X
1020,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-01-10,X
1021,"BNI dukung UMKM menggunakan kredit baru, info lengkap di web.",2024-04-14,Instagram
1022,"HUT BNI ke-78, adakah promosi apa tahun ini?",2024-04-18,Instagram
1023,"QRIS wondr BNI membuat transaksi cepat, berhasil terus!",2024-01-25,X
1024,"QRIS wondr BNI bikin pembayaran cepat, berhasil terus!",2024-07-26,X
1025,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-02-22,Facebook
1026,"BNI TapCash promo NCT 127 keren banget, murah 50% di merchant!",2024-04-14,Facebook
1027,"BNI dukung UMKM menggunakan pinjaman baru, informasi detail pada web.",2024-01-13,X
1028,BNI Best Pegawai Award 2024 diumumkan today ini.,2024-05-03,Facebook
1029,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-07-30,Instagram
1030,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-02-25,Instagram
1031,"BNI Direct cash transaksi Rp6T, mantap!",2024-06-08,X
1032,"BNI TapCash promosi NCT 127 keren banget, hemat 50% pada merchant!",2024-07-04,X
1033,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-15,X
1034,"BNI Direct cash pembayaran Rp6T, mantap!",2024-04-21,Facebook
1035,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-06-25,X
1036,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-19,X
1037,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-07-15,Instagram
1038,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-04-05,Instagram
1039,"BNI Expo 2024 tujuan Rp1T, puas jadi nasabah!",2024-01-28,Instagram
1040,"BNI bagikan keuntungan Rp13,9T untuk 2023, cek berita!",2024-03-04,Instagram
1041,"BNI bagikan dividen Rp13,9T bagi 2023, cek berita!",2024-04-08,Facebook
1042,"BNI Direct cash pembayaran Rp6T, mantap!",2024-07-19,X
1043,"TapCash BNI rusak, gak mampu dipakai di merchant.",2024-07-24,Instagram
1044,"BNI TapCash diskon NCT 127 bagus banget, hemat 50% di merchant!",2024-02-20,Instagram
1045,"BNI TapCash diskon NCT 127 keren banget, hemat 50% di merchant!",2024-05-18,Facebook
1046,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-04-21,Facebook
1047,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-06-04,Facebook
1048,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-03-11,Instagram
1049,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-04-15,Facebook
1050,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-02-25,X
1051,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-01-23,Instagram
1052,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-01-20,X
1053,"BNI Expo 2024 target Rp1T, puas menjadi nasabah!",2024-07-10,Instagram
1054,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-06-25,X
1055,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-01-24,X
1056,"BNI Expo 2024 target Rp1T, puas menjadi nasabah!",2024-05-23,Instagram
1057,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-01-25,Instagram
1058,"BNI rilis QRIS wondr, ada yang sudah coba?",2024-01-23,Facebook
1059,"BNI Expo 2024 tujuan Rp1T, puas jadi nasabah!",2024-06-18,Instagram
1060,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-01-12,Instagram
1061,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-03-31,Instagram
1062,BNI mengapa sih atm setiap saat antre panjang?,2024-07-31,Facebook
1063,"Layanan CS BNI lambat, aduan belum ditanggapi!",2024-07-11,X
1064,"Aplikasi BNI Mobile kesalahan lagi, tolong perbaiki dong!",2024-01-11,Instagram
1065,"BNI TapCash diskon NCT 127 hebat banget, hemat 50% di merchant!",2024-05-01,Instagram
1066,"BNI rilis QRIS wondr, ada yang telah coba?",2024-07-26,Facebook
1067,"BNI TapCash diskon NCT 127 keren banget, hemat 50% di merchant!",2024-01-05,X
1068,"BNI Expo 2024 sasaran Rp1T, puas jadi nasabah!",2024-07-28,Instagram
1069,"Laba BNI 2023 Rp 20T, lembaga keuangan terhebat di Indonesia!",2024-06-16,Facebook
1070,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-05-12,X
1071,BNI kenapa kok atm selalu antre panjang?,2024-06-08,Instagram
1072,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-16,Facebook
1073,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-07-23,Facebook
1074,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-08,X
1075,"TapCash BNI rusak, gak mampu dipakai di merchant.",2024-04-17,Facebook
1076,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-01-27,Facebook
1077,"TapCash BNI rusak, belum mampu dipakai di merchant.",2024-07-21,X
1078,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-01-18,Facebook
1079,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-07-12,X
1080,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-07-28,Facebook
1081,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-05-02,Facebook
1082,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-07-10,Facebook
1083,"Ulang Tahun BNI ke-78, ada diskon apa tahun ini?",2024-07-13,X
1084,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-06-21,X
1085,"BNI Direct cash operasi Rp6T, mantap!",2024-04-16,Facebook
1086,"Transaksi QRIS gagal, bikin malu di kasir!",2024-04-03,Instagram
1087,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-03-16,Facebook
1088,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-06-29,Facebook
1089,BNI kenapa sih atm selalu antri panjang?,2024-02-04,X
1090,"QRIS wondr BNI membuat transaksi cepat, berhasil terus!",2024-04-08,Instagram
1091,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-06-19,X
1092,BNI Best Pegawai Penghargaan 2024 diumumkan hari ini.,2024-01-11,Instagram
1093,"BNI distribusikan dividen Rp13,9T untuk 2023, cek berita!",2024-01-05,Facebook
1094,BNI mengapa sih atm selalu menunggu panjang?,2024-01-04,X
1095,"BNI Expo 2024 tujuan Rp1T, senang jadi nasabah!",2024-04-05,Facebook
1096,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-01-13,Facebook
1097,BNI Terbaik Employee Award 2024 diumumkan hari ini.,2024-05-13,Instagram
1098,"BNI dukung UMKM dengan pinjaman baru, info lengkap pada web.",2024-04-20,Instagram
1099,"BNI bagikan keuntungan Rp13,9T bagi 2023, cek berita!",2024-04-27,Instagram
1100,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-01-31,X
1101,"Aplikasi BNI Mobile gangguan lagi, tolong betulkan dong!",2024-04-19,X
1102,"BNI Direct cash operasi Rp6T, mantap!",2024-02-27,Facebook
1103,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-07,Instagram
1104,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-05-08,Instagram
1105,"Transaksi QRIS gagal, bikin malu di kasir!",2024-04-03,Instagram
1106,"BNI Expo 2024 sasaran Rp1T, senang jadi nasabah!",2024-06-28,Facebook
1107,"BNI Direct cash pembayaran Rp6T, mantap!",2024-05-21,Instagram
1108,BNI kenapa sih atm selalu antri panjang?,2024-05-08,Facebook
1109,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-01-11,X
1110,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-07-18,X
1111,"Aplikasi BNI Mobile gangguan lagi, tolong betulkan dong!",2024-07-09,Facebook
1112,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-01-15,X
1113,"TapCash BNI rusak, tidak mampu dipakai pada merchant.",2024-06-26,X
1114,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-07-14,Instagram
1115,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-02-28,X
1116,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-13,Facebook
1117,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-07-29,Instagram
1118,BNI Best Employee Award 2024 diumumkan hari ini.,2024-06-13,Instagram
1119,"Transaksi QRIS gagal, bikin malu di kasir!",2024-02-25,X
1120,"BNI support UMKM dengan kredit baru, data lengkap di web.",2024-05-16,Instagram
1121,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-06-14,X
1122,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-06-05,Instagram
1123,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-01-28,X
1124,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-02-21,X
1125,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-07-14,Instagram
1126,"BNI TapCash promosi NCT 127 keren banget, murah 50% di merchant!",2024-06-22,Instagram
1127,"BNI dukung UMKM dengan kredit baru, info detail di web.",2024-05-17,Facebook
1128,"QRIS wondr BNI membuat operasi cepat, sukses terus!",2024-02-18,X
1129,"BNI dukung UMKM dengan kredit baru, info lengkap pada web.",2024-03-30,Instagram
1130,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-17,X
1131,"HUT BNI ke-78, ada promo apakah tahun ini?",2024-04-08,Facebook
1132,"Layanan CS BNI lambat, aduan tidak ditanggapi!",2024-01-12,X
1133,BNI kenapa sih atm selalu menunggu panjang?,2024-06-23,X
1134,"Transaksi QRIS gagal, bikin malu di kasir!",2024-02-01,Instagram
1135,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-03-07,Instagram
1136,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-06-01,Instagram
1137,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-07-17,Instagram
1138,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik di Indonesia!",2024-06-21,X
1139,BNI kenapa sih atm selalu antre panjang?,2024-07-23,Facebook
1140,"BNI Direct cash operasi Rp6T, mantap!",2024-04-06,Facebook
1141,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-02-08,X
1142,BNI Best Employee Award 2024 announced hari ini.,2024-04-01,X
1143,BNI Best Karyawan Penghargaan 2024 diumumkan hari ini.,2024-05-01,Instagram
1144,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-03-07,X
1145,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-25,Facebook
1146,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-04-24,Facebook
1147,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-04-09,Instagram
1148,"Ulang Tahun BNI ke-78, ada promo apa year ini?",2024-04-20,Instagram
1149,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-06-14,Instagram
1150,"BNI bagikan dividen Rp13,9T untuk 2023, lihat berita!",2024-04-24,Instagram
1151,"Laba BNI 2023 Rp 20T, bank terhebat pada Indonesia!",2024-03-11,Facebook
1152,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-02-26,Instagram
1153,BNI Terbaik Pegawai Award 2024 announced hari ini.,2024-02-23,Facebook
1154,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-01-16,X
1155,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-12,Facebook
1156,"TapCash BNI rusak, belum bisa dipakai pada merchant.",2024-05-15,Facebook
1157,BNI Terbaik Employee Award 2024 diumumkan hari ini.,2024-04-09,Facebook
1158,"Transaksi QRIS gagal, membuat malu di kasir!",2024-07-29,Instagram
1159,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-06-11,Facebook
1160,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-03-09,X
1161,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-06-08,Facebook
1162,"BNI support UMKM dengan pinjaman baru, data lengkap pada web.",2024-02-21,Instagram
1163,"BNI TapCash promo NCT 127 bagus banget, hemat 50% pada merchant!",2024-07-16,X
1164,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-07-18,Facebook
1165,"Ulang Tahun BNI ke-78, adakah promo apa tahun ini?",2024-07-13,Instagram
1166,"BNI bagikan dividen Rp13,9T untuk 2023, lihat berita!",2024-07-18,Instagram
1167,BNI kenapa sih atm senantiasa menunggu panjang?,2024-06-04,Instagram
1168,"BNI luncurkan QRIS wondr, ada yang telah coba?",2024-03-27,X
1169,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-06-12,Facebook
1170,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-07-14,X
1171,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-07-19,Facebook
1172,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-06-07,Instagram
1173,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-01-13,Facebook
1174,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-03-19,Instagram
1175,BNI kenapa sih atm setiap saat antri panjang?,2024-01-03,Instagram
1176,"TapCash BNI rusak, tidak dapat dipakai di merchant.",2024-04-10,X
1177,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-06-05,X
1178,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-01-10,Instagram
1179,"HUT BNI ke-78, ada promo apa tahun ini?",2024-07-27,X
1180,"BNI dukung UMKM menggunakan kredit baru, data lengkap di web.",2024-05-14,Facebook
1181,BNI Best Karyawan Award 2024 diumumkan hari ini.,2024-07-28,X
1182,"BNI TapCash promosi NCT 127 hebat banget, hemat 50% di merchant!",2024-04-28,Instagram
1183,"BNI TapCash diskon NCT 127 bagus banget, hemat 50% di merchant!",2024-02-22,X
1184,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-07-03,Facebook
1185,"TapCash BNI rusak, gak bisa dipakai di merchant.",2024-03-14,X
1186,"BNI Expo 2024 tujuan Rp1T, bangga sebagai nasabah!",2024-04-18,Instagram
1187,"Transaksi QRIS gagal, bikin malu pada kasir!",2024-04-23,Instagram
1188,"TapCash BNI rusak, belum bisa dipakai pada merchant.",2024-04-08,X
1189,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-04-22,X
1190,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-05-25,X
1191,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-07-29,X
1192,"BNI Expo 2024 tujuan Rp1T, bangga jadi nasabah!",2024-02-10,Instagram
1193,BNI Best Karyawan Award 2024 diumumkan hari ini.,2024-07-30,X
1194,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-01-02,Instagram
1195,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-01-10,Facebook
1196,"TapCash BNI rusak, gak dapat dipakai di merchant.",2024-01-11,Instagram
1197,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-05-20,Facebook
1198,"QRIS wondr BNI bikin operasi cepat, berhasil terus!",2024-05-08,Instagram
1199,"TapCash BNI rusak, tidak dapat dipakai pada merchant.",2024-05-17,X
1200,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-01-07,Facebook
1201,"QRIS wondr BNI bikin pembayaran cepat, berhasil terus!",2024-06-01,X
1202,"TapCash BNI rusak, tidak bisa dipakai di merchant.",2024-01-26,Instagram
1203,"Aplikasi BNI Mobile kesalahan lagi, tolong perbaiki dong!",2024-06-25,X
1204,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-01-03,X
1205,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-01-19,Facebook
1206,BNI Best Pegawai Award 2024 diumumkan today ini.,2024-07-17,X
1207,BNI kenapa sih atm selalu menunggu panjang?,2024-07-11,X
1208,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-03-28,Instagram
1209,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-02-07,Facebook
1210,"BNI TapCash diskon NCT 127 keren banget, murah 50% di merchant!",2024-01-05,X
1211,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-02-13,Instagram
1212,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-10,X
1213,"BNI Direct cash transaksi Rp6T, mantap!",2024-06-17,Instagram
1214,"HUT BNI ke-78, ada promo apa tahun ini?",2024-01-14,X
1215,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-02-13,Instagram
1216,"Aplikasi BNI Mobile error lagi, tolong betulkan dong!",2024-04-27,Facebook
1217,"BNI Expo 2024 target Rp1T, bangga sebagai nasabah!",2024-06-19,Facebook
1218,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-07-21,X
1219,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-02-22,X
1220,"QRIS wondr BNI bikin operasi cepat, mantap terus!",2024-07-30,X
1221,"TapCash BNI rusak, tidak bisa dipakai di merchant.",2024-07-18,Facebook
1222,"HUT BNI ke-78, ada diskon apa tahun ini?",2024-03-17,Instagram
1223,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-05-19,X
1224,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-06-03,Instagram
1225,"HUT BNI ke-78, adakah promosi apa tahun ini?",2024-05-10,X
1226,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-03-27,Facebook
1227,"TapCash BNI rusak, belum mampu dipakai di merchant.",2024-05-01,Instagram
1228,"Aplikasi BNI Mobile gangguan lagi, tolong betulkan dong!",2024-04-03,Facebook
1229,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-02-15,X
1230,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-05-05,Instagram
1231,"QRIS wondr BNI bikin operasi cepat, berhasil terus!",2024-04-09,X
1232,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-02-02,Instagram
1233,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-07-21,Instagram
1234,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-04-14,X
1235,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-08,X
1236,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-04,X
1237,"HUT BNI ke-78, ada diskon apakah tahun ini?",2024-04-10,Facebook
1238,"BNI distribusikan dividen Rp13,9T untuk 2023, periksa berita!",2024-03-18,Facebook
1239,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-01-05,Facebook
1240,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-07-14,Facebook
1241,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-05-07,Facebook
1242,BNI kenapa sih atm senantiasa antre panjang?,2024-07-26,Facebook
1243,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-06-13,Facebook
1244,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-02-27,Instagram
1245,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-01-11,Instagram
1246,"TapCash BNI rusak, belum bisa dipakai pada merchant.",2024-05-30,Instagram
1247,"Transaksi QRIS gagal, membuat embarrassed pada kasir!",2024-06-23,Instagram
1248,"BNI Expo 2024 tujuan Rp1T, senang menjadi nasabah!",2024-01-07,X
1249,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-04-07,Instagram
1250,"Transaksi QRIS gagal, bikin malu pada kasir!",2024-07-26,X
1251,BNI kenapa sih atm selalu antri panjang?,2024-06-03,Instagram
1252,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-06-22,Instagram
1253,BNI kenapa sih atm selalu antre panjang?,2024-02-29,Facebook
1254,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-11,Instagram
1255,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-02-16,Instagram
1256,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-01-05,Facebook
1257,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-01-13,X
1258,"Transaksi QRIS gagal, membuat malu di kasir!",2024-07-16,Instagram
1259,BNI Terbaik Karyawan Penghargaan 2024 diumumkan today ini.,2024-03-25,Facebook
1260,BNI kenapa kok atm selalu antri panjang?,2024-01-12,Instagram
1261,"BNI Direct cash transaksi Rp6T, mantap!",2024-04-18,Facebook
1262,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-22,Facebook
1263,BNI kenapa sih atm selalu antre panjang?,2024-07-14,Instagram
1264,BNI kenapa sih atm setiap saat antre panjang?,2024-06-20,X
1265,"BNI bagikan keuntungan Rp13,9T untuk 2023, lihat berita!",2024-04-19,Facebook
1266,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-01-27,Instagram
1267,BNI Terbaik Karyawan Award 2024 diumumkan hari ini.,2024-05-02,X
1268,"BNI support UMKM dengan kredit baru, info lengkap pada web.",2024-01-03,X
1269,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-05-11,Instagram
1270,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-06-03,Facebook
1271,"BNI Expo 2024 sasaran Rp1T, senang jadi nasabah!",2024-04-05,X
1272,"BNI TapCash diskon NCT 127 bagus banget, murah 50% di merchant!",2024-01-19,Instagram
1273,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-07-17,X
1274,"Transaksi QRIS gagal, bikin malu di kasir!",2024-01-09,Instagram
1275,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-01-13,Instagram
1276,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-01-02,X
1277,"BNI rilis QRIS wondr, ada siapa sudah coba?",2024-02-05,Facebook
1278,"Laba BNI 2023 Rp 20T, lembaga keuangan terhebat di Indonesia!",2024-07-12,Instagram
1279,"Ulang Tahun BNI ke-78, ada promo apa tahun ini?",2024-03-17,Instagram
1280,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-05-14,Facebook
1281,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-06-11,X
1282,"Aplikasi BNI Mobile kesalahan lagi, mohon betulkan dong!",2024-07-29,X
1283,"Layanan CS BNI lambat, keluhan gak ditanggapi!",2024-06-04,Instagram
1284,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-03-08,Facebook
1285,"BNI dukung UMKM menggunakan kredit baru, data lengkap di web.",2024-06-11,X
1286,"BNI dukung UMKM dengan kredit baru, informasi lengkap pada web.",2024-06-28,Facebook
1287,"BNI TapCash promo NCT 127 keren banget, murah 50% di merchant!",2024-07-18,Facebook
1288,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-01-28,Facebook
1289,"BNI dukung UMKM menggunakan pinjaman baru, informasi detail di web.",2024-07-29,X
1290,"BNI support UMKM dengan kredit baru, info lengkap di web.",2024-07-30,X
1291,BNI Best Employee Award 2024 diumumkan hari ini.,2024-06-01,Instagram
1292,"Laba BNI 2023 Rp 20T, bank nomor satu pada Indonesia!",2024-03-06,Instagram
1293,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-07-12,Facebook
1294,"BNI distribusikan dividen Rp13,9T untuk 2023, periksa berita!",2024-06-29,X
1295,"QRIS wondr BNI membuat pembayaran cepat, berhasil terus!",2024-07-04,Instagram
1296,BNI Terbaik Karyawan Penghargaan 2024 diumumkan hari ini.,2024-05-15,Facebook
1297,"BNI bagikan dividen Rp13,9T bagi 2023, cek berita!",2024-06-14,Instagram
1298,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-07-19,Facebook
1299,"BNI support UMKM menggunakan pinjaman baru, info lengkap pada web.",2024-05-29,X
1300,"BNI bagikan dividen Rp13,9T bagi 2023, lihat berita!",2024-07-08,Facebook
1301,"BNI Direct cash transaksi Rp6T, mantap!",2024-01-23,Facebook
1302,"BNI dukung UMKM dengan pinjaman baru, info lengkap pada web.",2024-07-14,X
1303,"Transaksi QRIS gagal, bikin embarrassed di kasir!",2024-03-24,Facebook
1304,"BNI distribusikan dividen Rp13,9T bagi 2023, cek berita!",2024-06-12,Facebook
1305,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-06-04,Facebook
1306,"BNI bagikan keuntungan Rp13,9T untuk 2023, periksa berita!",2024-06-17,Facebook
1307,"QRIS wondr BNI bikin pembayaran cepat, mantap terus!",2024-03-16,X
1308,"BNI Expo 2024 sasaran Rp1T, puas menjadi nasabah!",2024-01-19,X
1309,BNI Best Karyawan Award 2024 diumumkan today ini.,2024-01-13,Facebook
1310,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-07-24,Facebook
1311,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-08,Instagram
1312,"BNI dukung UMKM dengan kredit baru, informasi detail di web.",2024-07-23,X
1313,"BNI dukung UMKM menggunakan kredit baru, informasi detail di web.",2024-02-08,Facebook
1314,"TapCash BNI rusak, tidak dapat dipakai di merchant.",2024-03-17,Facebook
1315,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-05-29,X
1316,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-01-25,X
1317,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-14,X
1318,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-06,X
1319,"TapCash BNI rusak, tidak bisa digunakan di merchant.",2024-02-04,Instagram
1320,BNI Best Karyawan Award 2024 announced hari ini.,2024-04-04,Instagram
